Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
ALEX RESIDENCES,"1,700,000",925.7,"1,836",May-21,ALEXANDRA VIEW,Resale,Strata,86,"19,767",-,Apartment,1,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15,1.29056999681587,103.819000781728,28 ALEXANDRA VIEW ALEX RESIDENCES SINGAPORE 158744,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Beo Crescent Market,
THE METROPOLITAN CONDOMINIUM,"2,270,000","1,420.85","1,598",May-21,ALEXANDRA VIEW,Resale,Strata,132,"17,197",-,Condominium,1,99 yrs lease commencing from 2006,3,Rest of Central Region,21 to 25,1.2904773422307,103.81601645096,8 ALEXANDRA VIEW THE METROPOLITAN CONDOMINIUM SINGAPORE 158747,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),
COMMONWEALTH TOWERS,"853,000",441.32,"1,933",May-21,COMMONWEALTH AVENUE,Resale,Strata,41,"20,805",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,16 to 20,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
ENG HOON MANSIONS,"2,030,000","1,593.07","1,274",May-21,ENG HOON STREET,Resale,Strata,148,"13,716",-,Apartment,1,Freehold,3,Rest of Central Region,01 to 05,1.28350589483745,103.834492752536,17 ENG HOON STREET ENG HOON MANSIONS SINGAPORE 169767,HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; TIONG BAHRU MRT STATION; CHINATOWN MRT STATION,Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre); Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Complex; Tiong Bahru Plaza
STIRLING RESIDENCES,"1,407,000",635.08,"2,215",May-21,STIRLING ROAD,New Sale,Strata,59,"23,847",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
QUEENS PEAK,"745,000",441.32,"1,688",May-21,DUNDEE ROAD,Sub Sale,Strata,41,"18,171",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,16 to 20,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
ASCENTIA SKY,"1,600,000","1,011.82","1,581",May-21,ALEXANDRA VIEW,Resale,Strata,94,"17,021",-,Condominium,1,99 yrs lease commencing from 2008,3,Rest of Central Region,26 to 30,1.29095103716645,103.817000265618,3 ALEXANDRA VIEW ASCENTIA SKY SINGAPORE 158749,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
THE LANDMARK,"1,578,000",753.48,"2,094",May-21,CHIN SWEE ROAD,New Sale,Strata,70,"22,543",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,11 to 15,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
THE LANDMARK,"1,121,000",495.14,"2,264",May-21,CHIN SWEE ROAD,New Sale,Strata,46,"24,370",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,16 to 20,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
STIRLING RESIDENCES,"1,401,000",635.08,"2,206",May-21,STIRLING ROAD,New Sale,Strata,59,"23,746",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
AVENUE SOUTH RESIDENCE,"2,775,000","1,496.2","1,855",May-21,SILAT AVENUE,New Sale,Strata,139,"19,964",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,11 to 15,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
STIRLING RESIDENCES,"1,401,000",635.08,"2,206",May-21,STIRLING ROAD,New Sale,Strata,59,"23,746",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
STIRLING RESIDENCES,"1,578,000",904.18,"1,745",May-21,STIRLING ROAD,New Sale,Strata,84,"18,786",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
ONE PEARL BANK,"1,314,000",527.44,"2,491",May-21,PEARL BANK,New Sale,Strata,49,"26,816",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,26 to 30,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
COMMONWEALTH TOWERS,"865,000",462.85,"1,869",May-21,COMMONWEALTH AVENUE,Resale,Strata,43,"20,116",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,21 to 25,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
THE ANCHORAGE,"2,450,000","1,754.53","1,396",May-21,ALEXANDRA ROAD,Resale,Strata,163,"15,031",-,Condominium,1,Freehold,3,Rest of Central Region,01 to 05,1.28900346226494,103.804329262814,370G ALEXANDRA ROAD THE ANCHORAGE SINGAPORE 159960,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
AVENUE SOUTH RESIDENCE,"1,543,000",688.9,"2,240",May-21,SILAT AVENUE,New Sale,Strata,64,"24,109",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,36 to 40,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
ENG HOON MANSIONS,"2,000,000","1,593.07","1,255",May-21,ENG HOON STREET,Resale,Strata,148,"13,514",-,Apartment,1,Freehold,3,Rest of Central Region,01 to 05,1.28350589483745,103.834492752536,17 ENG HOON STREET ENG HOON MANSIONS SINGAPORE 169767,HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; TIONG BAHRU MRT STATION; CHINATOWN MRT STATION,Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre); Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Complex; Tiong Bahru Plaza
STIRLING RESIDENCES,"1,381,000",635.08,"2,175",May-21,STIRLING ROAD,New Sale,Strata,59,"23,407",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
ALEXIS,"745,000",409.03,"1,821",May-21,ALEXANDRA ROAD,Resale,Strata,38,"19,605",-,Apartment,1,Freehold,3,Rest of Central Region,01 to 05,1.29130379243474,103.807350978054,354 ALEXANDRA ROAD ALEXIS SINGAPORE 159948,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
COMMONWEALTH TOWERS,"1,735,800",904.18,"1,920",May-21,COMMONWEALTH AVENUE,Resale,Strata,84,"20,664",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,21 to 25,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
THE CREST,"3,088,000","1,625.36","1,900",May-21,PRINCE CHARLES CRESCENT,Resale,Strata,151,"20,450",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,16 to 20,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Beo Crescent Market,
THE REGENCY AT TIONG BAHRU,"2,500,000","1,270.15","1,968",May-21,CHAY YAN STREET,Resale,Strata,118,"21,186",-,Condominium,1,Freehold,3,Rest of Central Region,31 to 35,1.28186096037926,103.830562111061,36 CHAY YAN STREET THE REGENCY AT TIONG BAHRU SINGAPORE 169905,TIONG BAHRU MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
AVENUE SOUTH RESIDENCE,"1,422,000",656.6,"2,166",May-21,SILAT AVENUE,New Sale,Strata,61,"23,311",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,31 to 35,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
STIRLING RESIDENCES,"1,007,000",441.32,"2,282",May-21,STIRLING ROAD,New Sale,Strata,41,"24,561",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,26 to 30,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
EMERALD PARK,"1,180,000","1,001.05","1,179",May-21,INDUS ROAD,Resale,Strata,93,"12,688",-,Condominium,1,99 yrs lease commencing from 1991,3,Rest of Central Region,01 to 05,1.28975290405411,103.83034971382,4 INDUS ROAD EMERALD PARK SINGAPORE 169587,HAVELOCK MRT STATION; TIONG BAHRU MRT STATION; GREAT WORLD MRT STATION,Zion Riverside Food Centre; Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
QUEENS PEAK,"1,170,000",775.01,"1,510",May-21,DUNDEE ROAD,Sub Sale,Strata,72,"16,250",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,06 to 10,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
ONE PEARL BANK,"3,258,000","1,431.61","2,276",May-21,PEARL BANK,New Sale,Strata,133,"24,496",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,06 to 10,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
ONE PEARL BANK,"1,109,000",430.56,"2,576",May-21,PEARL BANK,New Sale,Strata,40,"27,725",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,16 to 20,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
ONE PEARL BANK,"1,856,000",699.66,"2,653",May-21,PEARL BANK,New Sale,Strata,65,"28,554",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,26 to 30,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
AVENUE SOUTH RESIDENCE,"2,267,000","1,108.69","2,045",May-21,SILAT AVENUE,New Sale,Strata,103,"22,010",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,26 to 30,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
STIRLING RESIDENCES,"1,429,000",882.65,"1,619",May-21,STIRLING ROAD,New Sale,Strata,82,"17,427",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
ECHELON,"1,900,000","1,001.05","1,898",May-21,ALEXANDRA VIEW,Resale,Strata,93,"20,430",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,31 to 35,1.29060694545576,103.817866920135,9 ALEXANDRA VIEW ECHELON SINGAPORE 158742,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
COMMONWEALTH TOWERS,"1,318,888",688.9,"1,914",May-21,COMMONWEALTH AVENUE,Resale,Strata,64,"20,608",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,36 to 40,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
ONE PEARL BANK,"1,987,000",839.59,"2,367",May-21,PEARL BANK,New Sale,Strata,78,"25,474",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,11 to 15,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
RIVIERE,"2,119,480",818.06,"2,591",May-21,JIAK KIM STREET,New Sale,Strata,76,"27,888",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,16 to 20,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
ONE PEARL BANK,"1,810,000",742.72,"2,437",May-21,PEARL BANK,New Sale,Strata,69,"26,232",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,16 to 20,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
AVENUE SOUTH RESIDENCE,"1,414,000",656.6,"2,154",May-21,SILAT AVENUE,New Sale,Strata,61,"23,180",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,31 to 35,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
THE LANDMARK,"1,113,000",516.67,"2,154",May-21,CHIN SWEE ROAD,New Sale,Strata,48,"23,188",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,11 to 15,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
STIRLING RESIDENCES,"1,001,000",441.32,"2,268",May-21,STIRLING ROAD,New Sale,Strata,41,"24,415",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,26 to 30,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
STIRLING RESIDENCES,"1,124,000",505.91,"2,222",May-21,STIRLING ROAD,New Sale,Strata,47,"23,915",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
RIVIERE,"2,219,450",818.06,"2,713",May-21,JIAK KIM STREET,New Sale,Strata,76,"29,203",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,11 to 15,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
