Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km,Hospitals Within Radius of 5km,Schools Within Radius of 2km
CAMBRIDGE VILLAGE,"2,250,000","1,550.02","1,452",Jul-25,CAMBRIDGE ROAD,Resale,Strata,144.0,"15,625",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,1.31319452803722,103.847445951243,2A CAMBRIDGE ROAD CAMBRIDGE VILLAGE SINGAPORE 219679,LITTLE INDIA MRT STATION; LITTLE INDIA MRT STATION; FARRER PARK MRT STATION; NOVENA MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Newton Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),Tekka Centre; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER SECONDARY SCHOOL; CATHOLIC JUNIOR COLLEGE; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
CITY SQUARE RESIDENCES,"2,475,000","1,216.33","2,035",Jul-25,KITCHENER LINK,Resale,Strata,113.0,"21,903",-,Condominium,1,Freehold,8,Rest of Central Region,01 to 05,1.31110535846664,103.857479860813,2 KITCHENER LINK CITY SQUARE RESIDENCES SINGAPORE 207229,FARRER PARK MRT STATION; JALAN BESAR MRT STATION; BENDEMEER MRT STATION; LAVENDER MRT STATION; ROCHOR MRT STATION; LITTLE INDIA MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; North Bridge Road Market; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),Aperia; City Square Mall; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
PICCADILLY GRAND,"2,700,000","1,087.16","2,484",Jul-25,NORTHUMBERLAND ROAD,Sub Sale,Strata,101.0,"26,733",-,Apartment,1,99 yrs lease commencing from 2021,8,Rest of Central Region,11 to 15,1.311250279155,103.852455288833,3 NORTHUMBERLAND ROAD PICCADILLY GRAND (U/C) SINGAPORE 219569,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; LITTLE INDIA MRT STATION; JALAN BESAR MRT STATION; ROCHOR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Sim Lim Square; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY); TAO NAN SCHOOL
CITYSCAPE @FARRER PARK,"1,808,000","1,076.4","1,680",Jul-25,MERGUI ROAD,Resale,Strata,100.0,"18,080",-,Condominium,1,Freehold,8,Rest of Central Region,21 to 25,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,FARRER PARK MRT STATION; NOVENA MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre),City Square Mall; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; CATHOLIC JUNIOR COLLEGE; CHIJ PRIMARY (TOA PAYOH); CHIJ SECONDARY (TOA PAYOH); FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
CITYSCAPE @FARRER PARK,"1,740,000","1,119.46","1,554",Jul-25,MERGUI ROAD,Resale,Strata,104.0,"16,731",-,Condominium,1,Freehold,8,Rest of Central Region,16 to 20,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,FARRER PARK MRT STATION; NOVENA MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre),City Square Mall; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; CATHOLIC JUNIOR COLLEGE; CHIJ PRIMARY (TOA PAYOH); CHIJ SECONDARY (TOA PAYOH); FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
CITYSCAPE @FARRER PARK,"1,860,000","1,119.46","1,662",Jul-25,MERGUI ROAD,Resale,Strata,104.0,"17,885",-,Condominium,1,Freehold,8,Rest of Central Region,26 to 30,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,FARRER PARK MRT STATION; NOVENA MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre),City Square Mall; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; CATHOLIC JUNIOR COLLEGE; CHIJ PRIMARY (TOA PAYOH); CHIJ SECONDARY (TOA PAYOH); FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
CITYSCAPE @FARRER PARK,"2,308,000","1,377.79","1,675",Jul-25,MERGUI ROAD,Resale,Strata,128.0,"18,031",-,Condominium,1,Freehold,8,Rest of Central Region,26 to 30,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,FARRER PARK MRT STATION; NOVENA MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre),City Square Mall; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; CATHOLIC JUNIOR COLLEGE; CHIJ PRIMARY (TOA PAYOH); CHIJ SECONDARY (TOA PAYOH); FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
STURDEE RESIDENCES,"1,251,000",570.49,"2,193",Jul-25,BEATTY ROAD,Resale,Strata,53.0,"23,604",-,Condominium,1,99 yrs lease commencing from 2015,8,Rest of Central Region,21 to 25,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,BENDEMEER MRT STATION; FARRER PARK MRT STATION; LAVENDER MRT STATION; BOON KENG MRT STATION; JALAN BESAR MRT STATION,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre); Berseh Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
KENTISH GREEN,"1,390,000","1,097.93","1,266",Jul-25,OXFORD ROAD,Resale,Strata,102.0,"13,627",-,Apartment,1,99 yrs lease commencing from 1995,8,Rest of Central Region,06 to 10,1.31559997820356,103.851787324083,20 OXFORD ROAD KENTISH GREEN SINGAPORE 218815,FARRER PARK MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre),City Square Mall; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
KERRISDALE,"1,635,000",990.29,"1,651",Jul-25,STURDEE ROAD,Resale,Strata,92.0,"17,772",-,Condominium,1,99 yrs lease commencing from 1998,8,Rest of Central Region,16 to 20,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,FARRER PARK MRT STATION; BENDEMEER MRT STATION; BOON KENG MRT STATION; LAVENDER MRT STATION; JALAN BESAR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Bendemeer Road Blk 29 (Bendemeer Market and Food Centre); Berseh Food Centre,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
CITYLIGHTS,"1,092,000",592.02,"1,845",Jul-25,JELLICOE ROAD,Resale,Strata,55.0,"19,855",-,Condominium,1,99 yrs lease commencing from 2004,8,Rest of Central Region,21 to 25,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,LAVENDER MRT STATION; BENDEMEER MRT STATION; JALAN BESAR MRT STATION; NICOLL HIGHWAY MRT STATION; KALLANG MRT STATION,Berseh Food Centre; Golden Mile Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. MARGARET'S SCHOOL (PRIMARY)
UPTOWN @ FARRER,"1,125,000",538.2,"2,090",Jun-25,PERUMAL ROAD,Resale,Strata,50.0,"22,500",-,Apartment,1,99 yrs lease commencing from 2017,8,Rest of Central Region,16 to 20,1.31294432373666,103.855634735092,2 PERUMAL ROAD UPTOWN @ FARRER SINGAPORE 218773,FARRER PARK MRT STATION; BENDEMEER MRT STATION; JALAN BESAR MRT STATION; LITTLE INDIA MRT STATION; BOON KENG MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
PARC SOMME,"640,000",355.21,"1,802",Jun-25,SOMME ROAD,Resale,Strata,33.0,"19,394",-,Apartment,1,99 yrs lease commencing from 2008,8,Rest of Central Region,01 to 05,1.3113568841101,103.858599024436,62 SOMME ROAD PARC SOMME SINGAPORE 207877,FARRER PARK MRT STATION; BENDEMEER MRT STATION; LAVENDER MRT STATION; JALAN BESAR MRT STATION; BOON KENG MRT STATION,Berseh Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
D'CAMBRIDGE,"1,900,000","1,194.8","1,590",Jun-25,CAMBRIDGE ROAD,Resale,Strata,111.0,"17,117",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,1.31447986255004,103.848499199492,60 CAMBRIDGE ROAD D' CAMBRIDGE SINGAPORE 219757,FARRER PARK MRT STATION; LITTLE INDIA MRT STATION; NOVENA MRT STATION; LITTLE INDIA MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Tekka Centre; United Square; Velocity@Novena Square,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (BARKER ROAD); ANGLO-CHINESE SCHOOL (JUNIOR); ANGLO-CHINESE SCHOOL (PRIMARY); BENDEMEER SECONDARY SCHOOL; CATHOLIC JUNIOR COLLEGE; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; SINGAPORE CHINESE GIRLS' SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
JOOL SUITES,"759,000",409.03,"1,856",Jun-25,SING JOO WALK,Resale,Strata,38.0,"19,974",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,1.31520905789978,103.854919307157,2 SING JOO WALK JOOL SUITES SINGAPORE 217811,FARRER PARK MRT STATION; BOON KENG MRT STATION; BENDEMEER MRT STATION,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre); Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market); Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre,City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
STURDEE RESIDENCES,"2,040,000",936.47,"2,178",Jun-25,BEATTY ROAD,Resale,Strata,87.0,"23,448",-,Condominium,1,99 yrs lease commencing from 2015,8,Rest of Central Region,26 to 30,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,BENDEMEER MRT STATION; FARRER PARK MRT STATION; LAVENDER MRT STATION; BOON KENG MRT STATION; JALAN BESAR MRT STATION,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre); Berseh Food Centre; North Bridge Road Market,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
R66 APARTMENTS,"859,888",538.2,"1,598",Jun-25,RANGOON ROAD,Resale,Strata,50.0,"17,198",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,1.31391051715464,103.854392537736,66 RANGOON ROAD R66 APARTMENTS SINGAPORE 218356,FARRER PARK MRT STATION; JALAN BESAR MRT STATION; BENDEMEER MRT STATION; LITTLE INDIA MRT STATION; LITTLE INDIA MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Berseh Food Centre; Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),City Square Mall; Tekka Centre,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Crawfurd Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
KERRISDALE,"1,668,000",990.29,"1,684",Jun-25,STURDEE ROAD,Resale,Strata,92.0,"18,130",-,Condominium,1,99 yrs lease commencing from 1998,8,Rest of Central Region,26 to 30,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,FARRER PARK MRT STATION; BENDEMEER MRT STATION; BOON KENG MRT STATION; LAVENDER MRT STATION; JALAN BESAR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Bendemeer Road Blk 29 (Bendemeer Market and Food Centre); Berseh Food Centre,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
KERRISDALE,"1,950,000","1,259.39","1,548",Jun-25,STURDEE ROAD,Resale,Strata,117.0,"16,667",-,Condominium,1,99 yrs lease commencing from 1998,8,Rest of Central Region,01 to 05,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,FARRER PARK MRT STATION; BENDEMEER MRT STATION; BOON KENG MRT STATION; LAVENDER MRT STATION; JALAN BESAR MRT STATION,Cambridge Road Blk 41A (Pek Kio Market and Food Centre); Bendemeer Road Blk 29 (Bendemeer Market and Food Centre); Berseh Food Centre,Aperia; City Square Mall,Changi General Hospital; KK Women's and Children's Hospital; Singapore General Hospital; Tan Tock Seng Hospital; Mount Alvernia Hospital; Farrer Park Hospital; Gleneagles Hospital; Mount Elizabeth Hospital; Mount Elizabeth Novena Hospital; Raffles Hospital; Thomson Medical Centre; Outram Community Hospital; Ren Ci Community Hospital,ANGLO-CHINESE SCHOOL (JUNIOR); BENDEMEER PRIMARY SCHOOL; BENDEMEER SECONDARY SCHOOL; FARRER PARK PRIMARY SCHOOL; HONG WEN SCHOOL; NORTHLIGHT SCHOOL; ST. JOSEPH'S INSTITUTION; ST. JOSEPH'S INSTITUTION JUNIOR; ST. MARGARET'S SCHOOL (PRIMARY)
